customer_id,company_name,industry_segment,city,contract_type,credit_limit,current_balance,payment_terms_days,account_status,signup_date,account_manager
ACC0207,Bengaluru Facility Services,Utilities,Bengaluru,Net-60,4053248.69,2102856.17,60,active,2025-05-09,M. Fernandes
ACC0208,Bengaluru Engineering Works,MEP/HVAC,Pune,Prepaid,1136435.82,764616.9,0,active,2024-09-30,K. Prasad
ACC0209,Mysuru Infra Projects Ltd,Real Estate,Pune,Net-45,2173273.67,1283823.68,45,active,2024-06-30,A. Sethi
ACC0210,Bengaluru Construction Co.,Facilities Management,Vijayawada,Net-30,1462362.05,1055269.71,30,active,2022-08-25,K. Prasad
ACC0211,Chennai Facility Services,Manufacturing,Vijayawada,Net-30,1054785.05,409255.8,30,active,2023-07-22,R. Iyer
ACC0212,Hyderabad Builders & Contractors,Utilities,Pune,Net-30,2267368.1,187552.12,30,active,2022-03-03,M. Fernandes
ACC0213,Bengaluru Builders & Contractors,Construction,Hyderabad,Net-45,481436.17,399861.67,45,active,2023-04-26,K. Prasad
ACC0214,Hyderabad Builders & Contractors,Utilities,Pune,Net-30,1219354.79,1090748.77,30,overdue,2025-01-26,S. Nambiar
ACC0215,Chennai Infra Projects Ltd,Facilities Management,Hyderabad,Net-45,2573758.85,2550481.14,45,overdue,2024-04-20,M. Fernandes
ACC0216,Mysuru Manufacturing Plant,Manufacturing,Vijayawada,Net-30,3321969.91,1031402.58,30,active,2023-12-15,M. Fernandes
ACC0217,Vijayawada Construction Co.,Utilities,Pune,Net-45,3768214.06,3193293.76,45,active,2020-05-29,S. Nambiar
ACC0218,Hyderabad Facility Services,Manufacturing,Coimbatore,Net-30,3376651.07,1350771.32,30,active,2023-10-03,R. Iyer
ACC0219,Vijayawada Real Estate Developers,Construction,Vijayawada,Prepaid,3291172.01,3336799.66,0,overdue,2023-09-18,A. Sethi
ACC0220,Hyderabad Manufacturing Plant,Construction,Bengaluru,Net-60,3782039.39,2787538.55,60,closed,2021-07-02,S. Nambiar
ACC0221,Coimbatore Maintenance Services,Construction,Nagpur,Net-60,3648093.02,4694343.85,60,delinquent,2024-08-11,R. Iyer
ACC0222,Nagpur Engineering Works,Construction,Pune,Net-30,4970892.64,3591944.98,30,active,2023-12-12,M. Fernandes
ACC0223,Vijayawada Engineering Works,Manufacturing,Hyderabad,Net-45,3789141.94,3462770.41,45,overdue,2023-07-16,S. Nambiar
ACC0224,Hyderabad Manufacturing Plant,MEP/HVAC,Vijayawada,Net-45,2108590.26,2701994.39,45,delinquent,2024-09-02,R. Iyer
ACC0225,Coimbatore Real Estate Developers,Real Estate,Pune,Net-60,2574501.4,2980071.82,60,delinquent,2020-08-19,K. Prasad
ACC0226,Vijayawada Facility Services,Manufacturing,Coimbatore,Net-60,3876963.27,831810.63,60,active,2020-07-28,S. Nambiar
ACC0227,Vijayawada Maintenance Services,MEP/HVAC,Hyderabad,Net-30,1070095.97,657922.22,30,active,2024-04-16,K. Prasad
ACC0228,Vijayawada Facility Services,Manufacturing,Chennai,Prepaid,3172212.81,62579.62,0,active,2021-11-13,M. Fernandes
ACC0229,Bengaluru Infra Projects Ltd,MEP/HVAC,Coimbatore,Net-30,3924733.33,4627870.96,30,delinquent,2020-08-25,S. Nambiar
ACC0230,Hyderabad Manufacturing Plant,Construction,Pune,Net-30,1061546.22,1364091.41,30,delinquent,2025-06-30,R. Iyer
ACC0231,Pune Manufacturing Plant,Facilities Management,Nagpur,Net-45,409268.48,21182.64,45,active,2023-05-24,M. Fernandes
ACC0232,Coimbatore Real Estate Developers,Construction,Nagpur,Net-30,3159231.84,2567691.7,30,active,2020-09-27,M. Fernandes
ACC0233,Nagpur Maintenance Services,Real Estate,Bengaluru,Net-60,3405836.87,1162027.53,60,active,2022-09-28,R. Iyer
ACC0234,Pune Construction Co.,MEP/HVAC,Nagpur,Net-45,720094.34,494935.82,45,active,2021-09-18,M. Fernandes
ACC0235,Nagpur Construction Co.,MEP/HVAC,Chennai,Net-45,2461462.7,174903.94,45,active,2020-10-08,S. Nambiar
ACC0236,Chennai Builders & Contractors,Manufacturing,Hyderabad,Net-30,452716.5,245372.38,30,active,2020-04-15,K. Prasad
ACC0237,Pune Infra Projects Ltd,MEP/HVAC,Coimbatore,Net-60,1179765.44,1502993.22,60,delinquent,2024-03-23,R. Iyer
ACC0238,Nagpur Construction Co.,Utilities,Pune,Net-30,1665496.72,471478.19,30,active,2022-06-22,M. Fernandes
ACC0239,Mysuru Construction Co.,Real Estate,Pune,Net-60,3103346.22,3868500.41,60,delinquent,2023-11-24,S. Nambiar
ACC0240,Coimbatore Facility Services,Manufacturing,Chennai,Prepaid,3914409.42,3595304.54,0,overdue,2021-04-19,K. Prasad
ACC0241,Nagpur Infra Projects Ltd,Real Estate,Bengaluru,Prepaid,2532084.71,2426971.61,0,overdue,2021-03-27,R. Iyer
ACC0242,Bengaluru Real Estate Developers,Utilities,Bengaluru,Net-30,4022896.01,735516.48,30,active,2020-09-01,A. Sethi
ACC0243,Pune Real Estate Developers,Utilities,Hyderabad,Prepaid,1622555.68,1026923.65,0,closed,2021-07-28,S. Nambiar
ACC0244,Vijayawada Maintenance Services,Real Estate,Coimbatore,Prepaid,1439108.48,604603.06,0,active,2022-03-02,S. Nambiar
ACC0245,Mysuru Infra Projects Ltd,Real Estate,Nagpur,Net-60,4785599.57,1644553.86,60,active,2023-11-12,A. Sethi
ACC0246,Hyderabad Facility Services,Facilities Management,Bengaluru,Net-45,1950702.68,1736868.65,45,overdue,2021-09-29,M. Fernandes
ACC0247,Nagpur Manufacturing Plant,Utilities,Vijayawada,Net-30,4319900.69,1620882.82,30,active,2020-11-30,A. Sethi
ACC0248,Chennai Builders & Contractors,Real Estate,Coimbatore,Prepaid,3962887.75,1816552.8,0,active,2020-09-02,K. Prasad
ACC0249,Vijayawada Engineering Works,Utilities,Pune,Prepaid,2938276.27,1422564.82,0,active,2023-04-02,S. Nambiar
ACC0250,Coimbatore Facility Services,Facilities Management,Chennai,Net-60,4305061.86,1272159.22,60,closed,2021-09-09,R. Iyer
ACC0251,Chennai Facility Services,Utilities,Chennai,Net-30,3411007.83,4402697.57,30,delinquent,2021-12-01,K. Prasad
ACC0252,Vijayawada MEP Contractors,Manufacturing,Hyderabad,Prepaid,2221631.74,277517.39,0,active,2020-12-19,S. Nambiar
ACC0253,Pune Engineering Works,Manufacturing,Mysuru,Net-45,4009186.31,4904159.48,45,delinquent,2023-03-01,S. Nambiar
ACC0254,Chennai MEP Contractors,Utilities,Vijayawada,Prepaid,989557.3,1092501.4,0,delinquent,2021-09-21,A. Sethi
ACC0255,Nagpur Maintenance Services,Facilities Management,Vijayawada,Net-30,1248913.47,1620008.88,30,delinquent,2020-04-15,K. Prasad
ACC0256,Nagpur Construction Co.,Construction,Mysuru,Net-60,4708714.05,5553842.82,60,delinquent,2020-12-25,A. Sethi
ACC0257,Nagpur Manufacturing Plant,Construction,Nagpur,Net-45,60735.85,37756.7,45,active,2025-07-25,M. Fernandes
ACC0258,Mysuru Real Estate Developers,MEP/HVAC,Pune,Net-30,4354798.23,3550460.86,30,active,2021-07-06,R. Iyer
ACC0259,Hyderabad Builders & Contractors,Manufacturing,Hyderabad,Net-30,4605257.74,1069668.58,30,active,2023-09-30,S. Nambiar
ACC0260,Pune Builders & Contractors,MEP/HVAC,Coimbatore,Prepaid,3377248.35,3408363.37,0,overdue,2020-10-02,R. Iyer
